user_id,user_name,first_date,first_week,post_count
U03T1RAT3UP,Boo Boo,2025-10-18,5,1
U04PHN1MH8D,Ball boy,2025-10-16,5,2
U075HCVHAG1,Wilson,2025-10-17,5,1
U075Y87RK8W,Ollie,2025-10-16,5,2
