date,week,Team,user_name,ao,type,points,notes
2025-07-11,,Cupid,Hanger,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-07-11,,Cupid,Hanger,2nd-f-coffeteria,2ndf,0.0,Waterterria
2025-07-12,0.0,Cupid,Hanger,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-07-14,1.0,Cupid,Hanger,3rd-f,3rdf,5.0,Pantry Truck
2025-07-14,1.0,Cupid,Hanger,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-07-14,1.0,Cupid,Hanger,2nd-f-coffeteria,2ndf,0.0,Foundation bootcamp
2025-07-15,1.0,Cupid,Hanger,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-07-17,1.0,Cupid,Hanger,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-07-17,1.0,Cupid,Hanger,2nd-f-coffeteria,2ndf,0.0,2nd F already achieved this week
2025-07-18,1.0,Cupid,Hanger,2nd-f-coffeteria,2ndf,0.0,2nd F already achieved this week
2025-07-18,1.0,Cupid,Hanger,ao-the-grove,1stf,3.0,ao-the-grove
2025-07-31,3.0,Cupid,Hanger,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-08-01,3.0,Cupid,Hanger,2nd-f-coffeteria,2ndf,0.0,Foundation BC
2025-08-01,3.0,Cupid,Hanger,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-08-02,3.0,Cupid,Hanger,ao-ravens-nest,1stf,3.0,ao-ravens-nest
2025-08-04,4.0,Cupid,Hanger,2nd-f-coffeteria,2ndf,0.0,Coffee recipes ( Zimmers Pork rub recipe)
2025-08-04,4.0,Cupid,Hanger,ao-the-silo,1stf,3.0,ao-the-silo
2025-08-06,4.0,Cupid,Hanger,2nd-f-coffeteria,2ndf,0.0,2nd F already achieved this week
2025-08-06,4.0,Cupid,Hanger,downrange,1stf,3.0,downrange
2025-08-11,5.0,Cupid,Hanger,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-08-12,5.0,Cupid,Hanger,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-08-12,5.0,Cupid,Hanger,2nd-f-coffeteria,2ndf,0.0,30-60-90
2025-08-13,5.0,Cupid,Hanger,ao-the-silo,1stf,3.0,ao-the-silo
2025-08-14,5.0,Cupid,Hanger,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-08-21,6.0,Cupid,Hanger,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-08-28,,Cupid,Hanger,2nd-f-coffeteria,2ndf,0.0,Jelly 5 Year
2025-08-28,,Cupid,Hanger,ao-the-colosseum,1stf,3.0,ao-the-colosseum
2025-07-11,,Vixen,Dilbert,2nd-f-coffeteria,2ndf,0.0,Waterterria
2025-07-11,,Vixen,Dilbert,2nd-f,2ndf,3.0,First ish Friday
2025-07-11,,Vixen,Dilbert,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-07-14,1.0,Vixen,Dilbert,3rd-f,3rdf,5.0,Pantry Truck
2025-07-14,1.0,Vixen,Dilbert,ao-the-grove,1stf,3.0,ao-the-grove
2025-07-15,1.0,Vixen,Dilbert,ao-dmz,1stf,3.0,ao-dmz
2025-07-16,1.0,Vixen,Dilbert,downrange,1stf,3.0,downrange
2025-07-18,1.0,Vixen,Dilbert,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-07-21,2.0,Vixen,Dilbert,ao-the-grove,1stf,3.0,ao-the-grove
2025-07-22,2.0,Vixen,Dilbert,ao-dmz,1stf,3.0,ao-dmz
2025-07-23,2.0,Vixen,Dilbert,ao-the-colosseum,1stf,3.0,ao-the-colosseum
2025-07-25,2.0,Vixen,Dilbert,2nd-f-coffeteria,2ndf,0.0,Zimmer pulls perfect attendance at The Ridge Coffe...
2025-07-25,2.0,Vixen,Dilbert,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-07-25,2.0,Vixen,Dilbert,3rd-f,3rdf,5.0,"Food Pantry assist. 91% humidity, 79° Dew point"
2025-07-28,3.0,Vixen,Dilbert,ao-the-grove,1stf,3.0,ao-the-grove
2025-07-28,3.0,Vixen,Dilbert,2nd-f,2ndf,3.0,5th year anniversary party
2025-07-29,3.0,Vixen,Dilbert,ao-the-ridge,1stf,3.0,ao-the-ridge
2025-07-30,3.0,Vixen,Dilbert,ao-the-silo,1stf,3.0,ao-the-silo
2025-08-01,3.0,Vixen,Dilbert,2nd-f-coffeteria,2ndf,0.0,2nd F already achieved this week
2025-08-01,3.0,Vixen,Dilbert,ao-the-ridge,1stf,3.0,ao-the-ridge
