date,week,Team,user_name,ao,type,points,notes
2025-09-22,2,Cupid,Happy Camper,ao-the-ridge,workout Q,1,Q
2025-09-22,2,Cupid,Happy Camper,ao-the-ridge,1stf,3,ao-the-ridge - Happy (camper) Birthday Q
2025-09-23,2,Cupid,Happy Camper,ao-the-colosseum,1stf,3,ao-the-colosseum - Party’s Q around the AO.
2025-09-24,2,Cupid,Happy Camper,ao-the-ridge,1stf,3,ao-the-ridge - Foundation Run Around
2025-09-26,2,Cupid,Happy Camper,ao-the-olympiad,1stf,3,ao-the-olympiad - Ladder Intervals
2025-09-29,3,Cupid,Happy Camper,ao-the-colosseum,1stf,3,ao-the-colosseum - Make The Most of Your Time
2025-10-07,4,Cupid,Happy Camper,ao-the-ridge,1stf,3,ao-the-ridge - Dilly’s Rainy Tabata Beatdown…oh with Burpees too!...
2025-10-10,4,Cupid,Happy Camper,ao-the-grove,workout Q,1,Q
2025-10-10,4,Cupid,Happy Camper,ao-the-grove,1stf,3,ao-the-grove - Happy Camper Friday at The Grove
2025-10-13,5,Cupid,Happy Camper,ao-the-colosseum,1stf,3,ao-the-colosseum - Up Tempo 2 Route Run
2025-10-16,5,Cupid,Happy Camper,ao-the-ridge,1stf,3,ao-the-ridge - DJ Sump Pump 6-Year Manniversary Ruffle + PT Beatd...
2025-10-17,5,Cupid,Happy Camper,ao-the-ridge,1stf,3,ao-the-ridge - zimmer!!
2025-10-20,6,Cupid,Happy Camper,3rd-f,3rdf,5,Third F Foundation Out Of The Black - Ruck K
2025-10-20,6,Cupid,Happy Camper,ao-the-colosseum,1stf,3,ao-the-colosseum - Monday Motivation Run
2025-10-21,6,Cupid,Happy Camper,ao-the-colosseum,1stf,3,ao-the-colosseum - Schlitz’s Dora
2025-10-22,6,Cupid,Happy Camper,ao-the-ridge,1stf,3,ao-the-ridge - Figure 8 Run Club
2025-10-23,6,Cupid,Happy Camper,ao-the-colosseum,1stf,3,ao-the-colosseum - Singers 75 Hard Celebration
2025-10-24,6,Cupid,Happy Camper,ao-the-ridge,1stf,3,ao-the-ridge - scratch & dent dora
2025-09-13,0,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - Dauber's UFL - Week 5
2025-09-15,1,Dasher,vern,ao-the-colosseum,1stf,3,ao-the-colosseum - Running Slow to Run Fast
2025-09-16,1,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - IPAX Week 2 at The Ridge
2025-09-17,1,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - Bedpan's World Record Run
2025-09-18,1,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - 5-Putt Tabata
2025-09-22,2,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - Happy (camper) Birthday Q
2025-09-23,2,Dasher,vern,ao-black-diamond,workout Q,1,Q
2025-09-23,2,Dasher,vern,ao-black-diamond,1stf,4,ao-black-diamond - vern pearls
2025-09-24,2,Dasher,vern,ao-the-silo,1stf,3,ao-the-silo - Zim’s 2 Thang Tribute to Caboose
2025-09-25,2,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - The Ridge – Boston Butt’s Bday + Manniversary Beat...
2025-09-27,2,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - Quatro's Ultimate Football Q
2025-09-29,3,Dasher,vern,ao-the-colosseum,1stf,3,ao-the-colosseum - Make The Most of Your Time
2025-09-30,3,Dasher,vern,ao-dmz,1stf,3,ao-dmz - Zimmer BC
2025-10-01,3,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - Neighborhood Tour with Mr. Kotter
2025-10-08,4,Dasher,vern,ao-the-silo,1stf,3,ao-the-silo - Hanger’s 2 Station Beatdown with Burpees on Top
2025-10-09,4,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - Den Mother's Runnin' AMRAP
2025-10-10,4,Dasher,vern,ao-the-grove,1stf,3,ao-the-grove - Happy Camper Friday at The Grove
2025-10-13,5,Dasher,vern,ao-the-grove,1stf,3,ao-the-grove - Hatchet's Slooooow Burner
2025-10-14,5,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - 5 Putt Free Throw Challenge and Other Shenanigans
2025-10-15,5,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - Ridge wrong turn run around
2025-10-16,5,Dasher,vern,ao-the-olympiad,1stf,3,ao-the-olympiad - Consistency is THE KEY ingredient
2025-10-17,5,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - zimmer!!
2025-10-20,6,Dasher,vern,ao-the-grove,1stf,3,ao-the-grove - A Lesson from the Master
2025-10-20,6,Dasher,vern,3rd-f,3rdf,5,Third F Foundation Out Of The Black - Ruck K
2025-10-21,6,Dasher,vern,ao-the-colosseum,1stf,3,ao-the-colosseum - Schlitz’s Dora
2025-10-22,6,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - Figure 8 Run Club
2025-10-23,6,Dasher,vern,ao-black-diamond,1stf,4,ao-black-diamond - Hank Hill BDVQ
2025-10-24,6,Dasher,vern,ao-the-ridge,1stf,3,ao-the-ridge - scratch & dent dora
2025-09-13,0,Dasher,Chum Bucket,downrange,1stf,3,downrange - Binford Ruck-Around
2025-09-16,1,Dasher,Chum Bucket,ao-black-rock,1stf,3,ao-black-rock - Depends Hard Core Bootcamp
2025-09-16,1,Dasher,Chum Bucket,ao-el-coyote,workout Q,1,Q
2025-09-16,1,Dasher,Chum Bucket,ao-el-coyote,1stf,3,ao-el-coyote - Chums IPC #2
2025-09-18,1,Dasher,Chum Bucket,ao-the-ridge,1stf,3,ao-the-ridge - 5-Putt Tabata
2025-09-23,2,Dasher,Chum Bucket,ao-the-ridge,workout Q,1,Q
2025-09-23,2,Dasher,Chum Bucket,ao-the-ridge,1stf,3,ao-the-ridge - IPAX Week 2 Challenge
2025-09-24,2,Dasher,Chum Bucket,ao-the-silo,1stf,3,ao-the-silo - Zim’s 2 Thang Tribute to Caboose
2025-09-25,2,Dasher,Chum Bucket,ao-el-coyote,1stf,3,ao-el-coyote - Sparky bike ride
2025-09-26,2,Dasher,Chum Bucket,ao-the-grove,1stf,3,ao-the-grove - Standards and Form Focus from Broomstick
2025-09-29,3,Dasher,Chum Bucket,ao-the-grove,1stf,3,ao-the-grove - Foundation's Stress Inducing Circuit of Pain
2025-09-30,3,Dasher,Chum Bucket,ao-black-rock,1stf,3,ao-black-rock - PorkLoaders Run Club
2025-10-01,3,Dasher,Chum Bucket,downrange,1stf,3,downrange - Underdog BDVQ
2025-10-02,3,Dasher,Chum Bucket,ao-el-coyote,workout Q,1,Q
2025-10-02,3,Dasher,Chum Bucket,ao-el-coyote,1stf,3,"ao-el-coyote - Chum's ""who does that"" bike ride"
2025-10-04,3,Dasher,Chum Bucket,ao-da-grizz,1stf,3,"ao-da-grizz - ""Here Comes the Boom!!"""
2025-10-04,3,Dasher,Chum Bucket,,Around The World,5,"('ao-el-coyote', 'ao-da-grizz', 'downrange', 'ao-the-colosseum', 'ao-black-rock', 'ao-the-grove')"
