date,week,Team,type,points,notes
2025-07-12,0.0,Cupid,Individuals points,6.0,"['Hanger', 'Binford']"
2025-07-12,0.0,Donner,Individuals points,6.0,"['Sparky', 'TPS Report']"
2025-07-12,0.0,Comet,Individuals points,9.0,"['Bob Villa', 'Foghorn']"
2025-07-12,0.0,Blitzen,Individuals points,9.0,"['Mahomes', 'Spit Valve', 'slackblast']"
2025-07-12,0.0,Olive,Individuals points,9.0,"['Bedpan', 'Hodl', 'Folgers']"
2025-07-12,0.0,Prancer,Individuals points,12.0,"['Schlitz', 'Sailer Moon', 'Scratch and Dent', 'Dilly Dilly']"
2025-07-12,0.0,Rudolph,Individuals points,13.0,"['Backstreet', 'Boomer', 'Scuba Steve']"
2025-07-12,0.0,Unknown Team,Individuals points,21.0,"['Eliot Ness', 'Slinky', 'Carmen San Diego (F3 Naperville)', 'Silo', 'Speedbag (F3 Southsid3)', 'Popeye']"
2025-07-12,0.0,Vixen,Individuals points,15.0,"['Cutler', 'Phoenix', 'Cowbell', 'UPS']"
2025-07-12,0.0,Dancer,Individuals points,11.0,"['fuzzy navel', 'Homer Simpson', 'Meta']"
2025-07-12,0.0,Dasher,Individuals points,15.0,"['Hank Hill', 'Duck Hunt', 'Bronco', 'Large Marge']"
2025-07-13,1.0,Rudolph,Individuals points,6.0,"['Backstreet', 'Deja vu']"
2025-07-13,1.0,Blitzen,Individuals points,3.0,['Spit Valve']
2025-07-13,1.0,Comet,Individuals points,3.0,['Sparkler']
2025-07-13,1.0,Dasher,Individuals points,6.0,"['Hank Hill', 'Duck Hunt']"
2025-07-13,1.0,Prancer,Individuals points,3.0,['Schlitz']
2025-07-13,1.0,Vixen,Individuals points,3.0,['Phoenix']
2025-07-14,1.0,Blitzen,Individuals points,12.0,"['Caboose', 'Mahomes', 'Spit Valve', 'John Denver']"
2025-07-14,1.0,Comet,Individuals points,16.0,"['Olive Oyl', 'Bob Villa', 'Flo', 'Foghorn', 'Slackbot']"
2025-07-14,1.0,Cupid,Individuals points,17.0,"['Hanger', 'Algorithm', 'Blue Gill', 'Hot Lava']"
2025-07-14,1.0,Dasher,Individuals points,32.0,"['Hank Hill', 'Duck Hunt', 'vern', 'F3CrossroadsIL', 'Juanita', 'Ink Jet', 'Pee Wee Herman', 'Derailed']"
2025-07-14,1.0,Donner,Individuals points,13.0,"['Cinderella', 'Pull-up', 'Hackman', 'Morticia']"
2025-07-14,1.0,Olive,Individuals points,18.0,"['Manhole', 'Hodl', 'Norm', 'Happy Camper', 'Deliverance', 'Fish Tape']"
2025-07-14,1.0,Prancer,Individuals points,22.0,"['Chum Bucket', 'Scratch and Dent', 'Dilly Dilly', 'Mr. Kotter', 'Singer', 'Sizzler']"
2025-07-14,1.0,Rudolph,Individuals points,27.0,"['Zimmer', 'Backstreet', 'Broomstick', 'Old Maid', 'Scuba Steve', 'Six Sheets', 'Nemo', 'The Worm', 'Moist']"
2025-07-14,1.0,Unknown Team,Individuals points,3.0,['Bone Spur']
2025-07-14,1.0,Vixen,Individuals points,30.0,"['Dilbert', 'Foundation', 'Cutler', 'Phoenix', 'SkidMark', 'Bunker', 'Tweety']"
2025-07-14,1.0,Prancer,Santa Locks,5.0,"ao-the-colosseum; Mr. Kotter, Chum Bucket, Singer, Sizzler, Dilly Dilly"
2025-07-14,1.0,Dancer,Individuals points,23.0,"['fuzzy navel', 'Homer Simpson', 'Meta', '5-Putt', 'Dear Abby', 'Alter boy', 'Dungeon Master']"
2025-07-15,1.0,Cupid,Individuals points,17.0,"['Hanger', 'Depends (3rdF Q)', 'Binford']"
2025-07-15,1.0,Vixen,Individuals points,22.0,"['Dilbert', 'Cutler', 'Phoenix', 'SkidMark', 'Hat Trick', 'Bunker']"
2025-07-15,1.0,Unknown Team,Individuals points,28.0,"['Plunger', 'Pearl', 'Eliot Ness', '2 Hand Touch (F3 Naperville Nant’an)', 'Bulldog (F3 Naperville)', 'Fargo (Naperville)', 'Joe Dirt', 'Urkel', 'Shirley Temple']"
2025-07-15,1.0,Rudolph,Individuals points,22.0,"['Zimmer', 'Backstreet', 'Broomstick', 'Boomer', 'Six Sheets', 'Nemo']"
2025-07-15,1.0,Prancer,Individuals points,25.0,"['Chum Bucket', 'Scratch and Dent', 'Dilly Dilly', 'Mr. Kotter', 'Singer', 'Sizzler', 'Elway F3 Naperville']"
2025-07-15,1.0,Dancer,Individuals points,18.0,"['Meta', 'Mapquest', '5-Putt', 'Jellystone', 'Woody']"
2025-07-15,1.0,Donner,Individuals points,25.0,"['Sparky', 'FLYER', 'Pull-up', 'Dauber', 'Ricochet', 'Hackman', 'Morticia']"
2025-07-15,1.0,Dasher,Individuals points,33.0,"['Hank Hill', 'Den Mother', 'Soft Hands', 'Duck Hunt', 'vern', 'F3CrossroadsIL', 'Juanita', 'Bronco', 'Ink Jet']"
2025-07-15,1.0,Comet,Individuals points,10.0,"['Bob Villa', 'Flo', 'Hydrant']"
2025-07-15,1.0,Olive,Individuals points,23.0,"['Manhole', 'Xena- Warrior Princess', 'Happy Camper', 'Deliverance', 'Fish Tape']"
2025-07-15,1.0,Blitzen,Individuals points,23.0,"['Napster', 'Foreclosure', 'Caboose', 'Mahomes', 'Spit Valve', 'Intern']"
2025-07-15,1.0,Donner,FNG1,3.0,FLYER
2025-07-15,1.0,Blitzen,FNG1,3.0,Intern
2025-07-15,1.0,Unknown Team,Santa Locks,5.0,"ao-dmz; Bulldog (F3 Naperville), 2 Hand Touch (F3 Naperville Nant’an), Urkel, Fargo (Naperville), Shirley Temple"
2025-07-16,1.0,Cupid,Individuals points,9.0,"['Algorithm', 'Spirit', 'Peterbilt']"
2025-07-16,1.0,Blitzen,Individuals points,17.0,"['Napster', 'Foreclosure', 'Caboose', 'Intern', 'slackblast']"
2025-07-16,1.0,Vixen,Individuals points,15.0,"['Dilbert', 'Cutler', 'Phoenix', 'Cowbell', 'SkidMark']"
2025-07-16,1.0,Unknown Team,Individuals points,9.0,"['Kidney Beans', 'Sapsucker (F3 Naperville)', 'Sweet Honey (F3 Naperville)']"
