Date,AO,Q,parsed_backblast,region
"May 3, 2023",ao-the-wood,Blue Gill,"
“Just Do”, An Out and Back
DATE: 2023-05-03
AO: ao-",f3crossroads
"May 2, 2023",ao-the-colosseum,Foundation,"
Foundations bear of a bulk session 
DATE: 2023-05-0",f3crossroads
"May 2, 2023",ao-three-rivers,Gopher,"
WoW meeting
DATE: 2023-05-02
AO: ao-three-rivers
Q:",f3crossroads
"May 2, 2023",downrange,F3CrossroadsIL,"
DR F³ Katy The Station w/Trans AM
DATE: 2023-05-02
",f3crossroads
"May 2, 2023",downrange,Slackbot,"
late start outpost
DATE: 2023-05-02
AO: downrange
Q",f3crossroads
"May 2, 2023",ao-black-diamond,Dilly Dilly,"
Celebrating Dilly Dilly's 2.0 - Black Diamond Style",f3crossroads
"May 2, 2023",ao-the-ridge,Squidward,"
Squidwards Top Gun Academy
DATE: 2023-05-02
AO: ao-",f3crossroads
"May 2, 2023",ao-the-wood,Foreclosure,"
Foreclosure’s 39 B-day massacre 
DATE: 2023-05-02
A",f3crossroads
"May 1, 2023",ao-three-rivers-pm,Burnt Ends,"
MVP Dauber not Rooney
DATE: 2023-05-01
AO: ao-three",f3crossroads
"May 1, 2023",ao-the-grove,Second City,"
Second City and the Dora Destroyer
DATE: 2023-05-01",f3crossroads
"May 1, 2023",ao-buck-town,Burnt Ends,"
Burnt Ends basketball beat down
DATE: 2023-05-01
AO",f3crossroads
"May 1, 2023",ao-the-colosseum,Sparkler,"
Change of Pace
DATE: 2023-05-01
AO: ao-the-colosseu",f3crossroads
"May 1, 2023",downrange,Slackbot,"
DR at BP ruck club
DATE: 2023-05-01
AO: downrange
Q",f3crossroads
"May 1, 2023",ao-the-ridge,Blue Gill,"
Bluegills Meeting WoW
DATE: 2023-05-01
AO: ao-the-r",f3crossroads
"May 1, 2023",ao-the-wood,Webster,"
Websters Tabata
DATE:  2023-05-01
AO:  ao-the-wood ",f3crossroads
"Apr 29, 2023",ao-the-colosseum,Farmers Only,"
Farmers Only VQ
DATE: 2023-04-29
AO: ao-the-colosse",f3crossroads
"Apr 29, 2023",ao-da-grizz,Binford,"
Ruckin with Binford 
DATE: 2023-04-29
AO: ao-da-gri",f3crossroads
"Apr 29, 2023",downrange,Slackbot,"
ST Charles Saturday bootcamp w/Maximus on Q
DATE: 2",f3crossroads
"Apr 29, 2023",ao-the-ridge,s,"
Disco Ball 4/29
DATE: 2023-04-29
AO: ao-the-ridge
Q",f3crossroads
"Apr 29, 2023",ao-the-wood,Rooney,"
The Rooney Ruffle
DATE: 2023-04-29
AO: ao-the-wood
",f3crossroads
"Apr 28, 2023",ao-the-colosseum,Dismissed,"
Death Race
DATE: 2023-04-28
AO: ao-the-colosseum
Q:",f3crossroads
"Apr 28, 2023",3rd-f-qsource,Chum Bucket,"
Q1.11 Study 
DATE: 2023-04-28
AO: 3rd-f-qsource
Q: ",f3crossroads
"Apr 28, 2023",ao-da-grizz,Chum Bucket,"
Chums 300 
DATE: 2023-04-28
AO: ao-da-grizz
Q: Chum",f3crossroads
"Apr 28, 2023",ao-three-rivers,Rooney,"
6 Pack Abs for all
DATE: 2023-04-28
AO: ao-three-ri",f3crossroads
"Apr 28, 2023",ao-the-olympiad,Pull-up,"
Pull Up’s Run Club
DATE: 2023-04-28
AO: ao-the-olym",f3crossroads
"Apr 28, 2023",ao-the-ridge,vern,"
Vern’s Fitness Test
DATE: 2023-04-28
AO: ao-the-rid",f3crossroads
"Apr 27, 2023",ao-the-colosseum,Gopher,"
Gopher’s 7 of Diamonds :diamonds: 
DATE: 2023-04-27",f3crossroads
"Apr 27, 2023",3rd-f-qsource,Gopher,"
Q1.11 Study at Southern Belles
DATE: 2023-04-27
AO:",f3crossroads
"Apr 27, 2023",ao-three-rivers,Millville,"
Big Trouble in Three Rivers
DATE: 2023-04-27
AO: ao",f3crossroads
"Apr 27, 2023",ao-the-olympiad,Bedpan,"
Is that chalk on the track?
DATE: 2023-04-27
AO: ao",f3crossroads
"Apr 27, 2023",ao-the-ridge,Foundation,"
The Pathway to Positivity
DATE: 2023-04-27
AO: ao-t",f3crossroads
"Apr 26, 2023",ao-three-rivers-pm,Ditka,"
Da Coach’s Redemption 
DATE: 2023-04-26
AO: ao-thre",f3crossroads
"Apr 26, 2023",ao-buck-town,Binford,"
1/4 Mile Bear Crawl
DATE: 2023-04-26
AO: ao-buck-to",f3crossroads
"Apr 26, 2023",ao-the-silo,Gisele -,"
Gisele's Travis Manion Hero Workout
DATE: 2023-04-2",f3crossroads
"Apr 26, 2023",ao-the-colosseum,The Worm,"
Worm’s PT with globes and sand
DATE: 2023-04-26
AO:",f3crossroads
"Apr 26, 2023",3rd-f-qsource,Chum Bucket,"
Chums Lead from the front!!
DATE: 2023-04-26
AO: 3r",f3crossroads
"Apr 26, 2023",downrange,Slackbot,"
The Orphan Man
DATE: 2023-04-26
AO: downrange
Q: Sl",f3crossroads
"Apr 26, 2023",ao-the-ridge,5-Putt,"
Run Club
DATE: 2023-04-26
AO: ao-the-ridge
Q: 5-Put",f3crossroads
"Apr 26, 2023",ao-the-wood,Squidward,"
Recovery Run
DATE: 2023-04-26
AO: ao-the-wood
Q: Sq",f3crossroads
"Apr 25, 2023",ao-the-colosseum,Foundation,"
Foundations 4 Corner
DATE: 2023-04-25
AO: ao-the-co",f3crossroads
"Apr 25, 2023",ao-three-rivers,Webster,"
WoW by Webster
DATE: 2023-04-25
AO: ao-three-rivers",f3crossroads
"Apr 25, 2023",downrange,Slackbot,"
late start Outpost , 72 Seasons
DATE: 2023-04-25
AO",f3crossroads
"Apr 25, 2023",ao-black-diamond,Dilly Dilly,"
Birthday Q
DATE: 2023-04-25
AO: ao-black-diamond
Q:",f3crossroads
"Apr 25, 2023",ao-the-ridge,Dauber,"
Duaber’s Hill Fun
DATE: 2023-04-25
AO: ao-the-ridge",f3crossroads
"Apr 25, 2023",ao-the-wood,Pi 3.14 (F3 North Katy),"
Around the world w/ Pi
DATE: 2023-04-25
AO: ao-the-",f3crossroads
"Apr 24, 2023",ao-three-rivers-pm,Norm,"
Capture the heavy
DATE: 2023-04-24
AO: ao-three-riv",f3crossroads
"Apr 24, 2023",ao-the-grove,Bronco,"
Bronco’s Bruising Chest Beatdown
DATE: 2023-04-24
A",f3crossroads
"Apr 24, 2023",ao-buck-town,Webster,"
Mr Q AO TOUR 
DATE: 2023-04-24
AO: ao-buck-town
Q: ",f3crossroads
"Apr 24, 2023",ao-the-colosseum,Foundation,"
Stinky Gloves RC
DATE: 2023-04-24
AO: ao-the-coloss",f3crossroads
"Apr 24, 2023",downrange,Slackbot,"
DR BP Ruck Club
DATE: 2023-04-24
AO: downrange
Q: S",f3crossroads
"Apr 24, 2023",ao-the-ridge,Sparkler,"
Sparklers WoW Study
DATE: 2023-04-24
AO: ao-the-rid",f3crossroads
"Apr 24, 2023",ao-the-wood,Pi 3.14 (F3 North Katy),"
Pi Gettin’ Hard at The Wood
DATE: 2023-04-24
AO: ao",f3crossroads
"Apr 22, 2023",ao-the-colosseum,Dilly Dilly,"
Dilly’s Wedding Anniversary Beat Fown
DATE: 2023-04",f3crossroads
"Apr 22, 2023",ao-da-grizz,YellowPages,"
The one where the Q lost his phone 
DATE: 2023-04-2",f3crossroads
"Apr 22, 2023",downrange,Slackbot,"
DR Trail Run Buzzsaw
DATE: 2023-04-22
AO: downrange",f3crossroads
"Apr 22, 2023",ao-the-ridge,vern,"
2.0 Ultimate Football
DATE: 2023-04-22
AO: ao-the-r",f3crossroads
"Apr 22, 2023",ao-the-wood,Foreclosure,"
Ruck with heavy stuff
DATE: 2023-04-22
AO: ao-the-w",f3crossroads
"Apr 21, 2023",ao-the-colosseum,Bunker,"
Bunkers Iron Bridge Champagne :clinking_glasses: Ru",f3crossroads
"Apr 21, 2023",3rd-f-qsource,Betty Crocker,"
Prayer Q 1.10
DATE: 2023-04-21
AO: 3rd-f-qsource
Q:",f3crossroads
"Apr 21, 2023",ao-da-grizz,Cowbell,"
Cowbells ringer 
DATE: 2023-04-21
AO: ao-da-grizz
Q",f3crossroads
"Apr 21, 2023",ao-three-rivers,Webster,"
Webster, darn you 
DATE: 2023-04-21
AO: ao-three-ri",f3crossroads
"Apr 21, 2023",downrange,Slackbot,"
OutposterFest
DATE: 2023-04-21
AO: downrange
Q: Sla",f3crossroads
"Apr 21, 2023",ao-the-olympiad,Dear Abby,"
Dear Abby’s Run Club VQ
DATE: 2023-04-21
AO: ao-the",f3crossroads
"Apr 21, 2023",ao-the-ridge,Den Mother,"
Bear Crawl Tag &amp; Champaign Runs
DATE: 2023-04-2",f3crossroads
"Apr 20, 2023",ao-the-colosseum,Pull-up,"
Burpees and bear crawls with Pull Up
DATE: 2023-04-",f3crossroads
"Apr 20, 2023",3rd-f-qsource,Quatro,"
QSource - Prayer 
DATE: 2023-04-20
AO: 3rd-f-qsourc",f3crossroads
"Apr 20, 2023",ao-three-rivers,Blue Gill,"
5 Minutes of Pain
DATE: 2023-04-20
AO: ao-three-riv",f3crossroads
"Apr 20, 2023",downrange,Slackbot,"
Late start Dark Tower
DATE: 2023-04-20
AO: downrang",f3crossroads
"Apr 20, 2023",downrange,Millville,"
:fire: :package: :dash: Hot Box @ The Patriot
DATE:",f3crossroads
"Apr 20, 2023",ao-the-olympiad,Soft Hands,"
Muscle of the Month - Part 1
DATE: 2023-04-20
AO: a",f3crossroads
"Apr 20, 2023",ao-the-ridge,Bedpan,"
To plant, grow and harvest
DATE: 2023-04-20
AO: ao-",f3crossroads
"Apr 19, 2023",ao-three-rivers-pm,BABYMOMMA,"
Deltoid Riot
DATE: 2023-04-19
AO: ao-three-rivers-p",f3crossroads
"Apr 19, 2023",ao-the-colosseum,Bunker,"
Bunker’s Square (Ain’t No Pie Here)
DATE: 2023-04-1",f3crossroads
"Apr 19, 2023",ao-the-silo,5-Putt,"
5 Putt's Silo Beatdown
DATE: 2023-04-19
AO: ao-the-",f3crossroads
"Apr 19, 2023",3rd-f-qsource,Dismissed,"
QSource 4/19 Hail of a Prayer
DATE: 2023-04-19
AO: ",f3crossroads
"Apr 19, 2023",downrange,Pinto - Southsid3,"
Pinto fake Manniversary
DATE: 2023-04-19
AO: downra",f3crossroads
"Apr 19, 2023",ao-buck-town,Rooney,"
Rep It Out
DATE: 2023-04-19
AO: ao-buck-town
Q: Roo",f3crossroads
"Apr 19, 2023",ao-the-ridge,Foundation,"
Run Club
DATE: 2023-04-19
AO: ao-the-ridge
Q: Found",f3crossroads
"Apr 19, 2023",ao-the-wood,CarpetMulcher,"
Slingshots and Hills
DATE: 2023-04-19
AO: ao-the-wo",f3crossroads
"Apr 18, 2023",ao-the-colosseum,Foundation,"
Foundations BEAR of  a Q
DATE: 2023-04-18
AO: ao-th",f3crossroads
"Apr 18, 2023",ao-three-rivers,BABYMOMMA,"
WOW
DATE: 2023-04-18
AO: ao-three-rivers
Q: BABYMOM",f3crossroads
"Apr 18, 2023",downrange,Slackbot,"
DR RC at  OP
DATE: 2023-04-18
AO: downrange
Q: Slac",f3crossroads
"Apr 18, 2023",ao-black-diamond,Sparkler,"
Turf Wars
DATE: 2023-04-18
AO: ao-black-diamond
Q: ",f3crossroads
"Apr 18, 2023",ao-the-ridge,Woody,"
Woody Pearls
DATE: 2023-04-18
AO: ao-the-ridge
Q: W",f3crossroads
"Apr 18, 2023",ao-the-wood,Pi 3.14 (F3 North Katy),"
Gran-tan Super DORA
DATE: 2023-04-18
AO: ao-the-woo",f3crossroads
"Apr 17, 2023",ao-three-rivers-pm,Norm,"
Got Burpee’s? 
DATE: 2023-04-17
AO: ao-three-rivers",f3crossroads
"Apr 17, 2023",ao-buck-town,Norm,"
Four mother buckers
DATE: 2023-04-17
AO: ao-buck-to",f3crossroads
"Apr 17, 2023",ao-the-colosseum,Urkel,"
Winter Run Club 
DATE: 2023-04-17
AO: ao-the-coloss",f3crossroads
"Apr 17, 2023",ao-the-grove,Gopher,"
Gopher’s Mountain of Pain
DATE: 2023-04-17
AO: ao-t",f3crossroads
"Apr 17, 2023",downrange,Slackbot,"
F3 Jax. “Heidron”
DATE: 2023-04-17
AO: downrange
Q:",f3crossroads
"Apr 17, 2023",ao-the-ridge,Dilly Dilly,"
Dilly Dilly Prayerful WOW
DATE: 2023-04-17
AO: ao-t",f3crossroads
"Apr 17, 2023",ao-the-wood,Foreclosure,"
Death of legs by Foreclosure 
DATE: 2023-04-17
AO: ",f3crossroads
"Apr 15, 2023",ao-the-colosseum,Foundation,"
Foundations tabatha
DATE: 2023-04-15
AO: ao-the-col",f3crossroads
"Apr 15, 2023",ao-da-grizz,Jellystone,"
Jelly stone Pearls through DG
DATE: 2023-04-15
AO: ",f3crossroads
"Apr 15, 2023",downrange,Slackbot,"
F3 Jax Anchor Dolly
DATE: 2023-04-15
AO: downrange
",f3crossroads
"Apr 15, 2023",ao-the-ridge,BABYMOMMA,"
Ruff Run Ruck prep
DATE: 2023-04-15
AO: ao-the-ridg",f3crossroads
"Apr 15, 2023",ao-the-wood,Norm,"
Just Two Men Rucking… I Said RUCKING
DATE: 2023-04-",f3crossroads
"Apr 14, 2023",ao-the-colosseum,Trojan,"
Trojans Island Hopping FunZone
DATE: 2023-04-14
AO:",f3crossroads
"Apr 14, 2023",3rd-f-qsource,Soft Hands,"
Mammon 
DATE: 2023-04-14
AO: 3rd-f-qsource
Q: Soft ",f3crossroads
"Apr 14, 2023",ao-da-grizz,YellowPages,"
Kegs and Coupons with Yellow Pages 
DATE: 2023-04-1",f3crossroads
"Apr 14, 2023",ao-three-rivers,Webster,"
Ground Hog Day #7
DATE: 2023-04-14
AO: ao-three-riv",f3crossroads
"Apr 14, 2023",downrange,Slackbot,"
DR RC BP
DATE: 2023-04-14
AO: downrange
Q: Slackbot",f3crossroads
"Apr 14, 2023",ao-the-olympiad,John Denver,"
JFD Run Club
DATE: 2023-04-14
AO: ao-the-olympiad
Q",f3crossroads
"Apr 14, 2023",ao-the-ridge,Meta,"
4 Corner Burner
DATE: 2023-04-14
AO: ao-the-ridge
Q",f3crossroads
"Apr 13, 2023",ao-the-colosseum,Toby,"
Toby’s Classic Long Pearls
DATE: 2023-04-13
AO: ao-",f3crossroads
"Apr 13, 2023",3rd-f-qsource,Quatro,"
Q1.9 Mammon - Southern Belles
DATE: 2023-04-13
AO: ",f3crossroads
"Apr 13, 2023",ao-three-rivers,Ozark,"
Ozark’s toy box
DATE: 2023-04-13
AO: ao-three-river",f3crossroads
"Apr 13, 2023",ao-the-olympiad,Pi 3.14 (F3 North Katy),"
Jamming to tunes with Pi
DATE: 2023-04-13
AO: ao-th",f3crossroads
"Apr 13, 2023",ao-the-ridge,Morticia,"
Morticia’s Mountain of 11
DATE: 2023-04-13
AO: ao-t",f3crossroads
"Apr 12, 2023",ao-three-rivers-pm,Dismissed,"
You’re Dismissed 
DATE: 2023-04-12
AO: ao-three-riv",f3crossroads
"Apr 12, 2023",ao-buck-town,Webster,"
Websterbattalion Pearls on a String
DATE: 2023-04-1",f3crossroads
"Apr 12, 2023",ao-the-silo,Den Mother,"
Looking for Dauber
DATE: 2023-04-12
AO: ao-the-silo",f3crossroads
"Apr 12, 2023",ao-the-colosseum,Trojan,"
Steal the bacon and bone the fish
DATE: 2023-04-12
",f3crossroads
"Apr 12, 2023",3rd-f-qsource,Dismissed,"
WCBC QSource Mammon
DATE: 2023-04-12
AO: 3rd-f-qsou",f3crossroads
"Apr 12, 2023",downrange,Slackbot,"
F3 Kings Den - The Bear
DATE: 2023-04-12
AO: downra",f3crossroads
"Apr 12, 2023",ao-the-ridge,Broomstick,"
Not how you start- it is how you finish!
DATE: 2023",f3crossroads
"Apr 12, 2023",ao-the-wood,Squidward,"
Running with Squidward
DATE: 2023-04-12
AO: ao-the-",f3crossroads
"Apr 11, 2023",ao-the-colosseum,UPS,"
Do you smell what UPS is Cooking?
DATE: 2023-04-11
",f3crossroads
"Apr 11, 2023",ao-three-rivers,Rooney,"
Mammon on a string
DATE: 2023-04-11
AO: ao-three-ri",f3crossroads
"Apr 11, 2023",downrange,Slackbot,"
late start outpost
DATE: 2023-04-11
AO: downrange
Q",f3crossroads
"Apr 11, 2023",ao-black-diamond,Chum Bucket,"
Spartan 300
DATE: 2023-04-11
AO: ao-black-diamond
Q",f3crossroads
"Apr 11, 2023",ao-the-ridge,5-Putt,"
DJ 5-Putt’s music extravaganza 
DATE: 2023-04-11
AO",f3crossroads
"Apr 11, 2023",ao-the-wood,Foundation,"
Foundations Fart Fest 2000
DATE: 2023-04-11
AO: ao-",f3crossroads
"Apr 10, 2023",ao-three-rivers-pm,FlashBang,"
Come to and Evening BC they’re Easy
DATE: 2023-04-1",f3crossroads
"Apr 10, 2023",ao-the-grove,Better Call Saul,"
Better Call Saul Easter Egg Hunt
DATE: 2023-04-10
A",f3crossroads
"Apr 10, 2023",ao-buck-town,Webster,"
Farmer Carry on a string 
DATE: 2023-04-10
AO: ao-b",f3crossroads
"Apr 10, 2023",ao-the-colosseum,s,"
Disco RC
DATE: 2023-04-10
AO: ao-the-colosseum
Q: D",f3crossroads
"Apr 10, 2023",ao-the-ridge,Quatro,"
Quatro’s Pearls of Wisdom 
DATE: 2023-04-10
AO: ao-",f3crossroads
"Apr 10, 2023",ao-the-wood,Bob Villa,"
Bobby V Birthday Board Beatdown
DATE: 2023-04-10
AO",f3crossroads
"Apr 8, 2023",ao-the-colosseum,Storm Chaser,"
Burpees, burpees and more burpees
DATE: 2023-04-08
",f3crossroads
"Apr 8, 2023",ao-da-grizz,fuzzy navel,"
Crazy 8 Fossil Beat Down
DATE: 2023-04-08
AO: ao-da",f3crossroads
"Apr 8, 2023",downrange,Slackbot,"
Pop Quiz
DATE: 2023-04-08
AO: downrange
Q: Slackbot",f3crossroads
"Apr 8, 2023",ao-the-ridge,s,"
Disco (Mr. Basket) Ball at The Ridge
DATE: 2023-04-",f3crossroads
"Apr 8, 2023",ao-the-wood,BABYMOMMA,"
Ruck Around Town
DATE: 2023-04-08
AO: ao-the-wood
Q",f3crossroads
"Apr 7, 2023",ao-the-colosseum,Dear Abby,"
Dear Abby’s Blockees or Run? (We all ran)
DATE: 202",f3crossroads
"Apr 7, 2023",ao-da-grizz,Cowbell,"
Cowbells ringer 
DATE: 2023-04-07
AO: ao-da-grizz
Q",f3crossroads
"Apr 7, 2023",ao-three-rivers,Crabgrass,"
Everyone get SLOW
DATE: 2023-04-07
AO: ao-three-riv",f3crossroads
"Apr 7, 2023",ao-the-olympiad,Chum Bucket,"
Stretch Club
DATE: 2023-04-07
AO: ao-the-olympiad
Q",f3crossroads
"Apr 7, 2023",ao-the-ridge,Bedpan,"
B-Day Beatdown
DATE: 2023-04-07
AO: ao-the-ridge
Q:",f3crossroads
"Apr 6, 2023",ao-the-colosseum,Second City,"
Second City’s Stations of Suck
DATE: 2023-04-06
AO:",f3crossroads
"Apr 6, 2023",ao-three-rivers,Norm,"
Arg Captain, Carry me Sack 
DATE: 2023-04-06
AO: ao",f3crossroads
"Apr 6, 2023",downrange,Slackbot,"
Day 4 F3 The Capital
DATE: 2023-04-06
AO: downrange",f3crossroads
"Apr 6, 2023",ao-the-olympiad,Picasso,"
Picasso’s Circle of Pain
DATE: 2023-04-06
AO: ao-th",f3crossroads
"Apr 6, 2023",ao-the-ridge,Foundation,"
Too many farmer carries
DATE: 2023-04-06
AO: ao-the",f3crossroads
"Apr 5, 2023",ao-three-rivers-pm,Hanger,"
Squirrel Beatdown
DATE: 2023-04-05
AO: ao-three-riv",f3crossroads
"Apr 5, 2023",ao-buck-town,Yellow Card,"
Lightning Tabata
DATE: 2023-04-05
AO: ao-buck-town
",f3crossroads
"Apr 5, 2023",ao-the-silo,Foundation,"
Foundations shit storm 
DATE: 2023-04-05
AO: ao-the",f3crossroads
"Apr 5, 2023",ao-the-colosseum,Foreclosure,"
Foreclosure Brings The Thunder From Down Under
DATE",f3crossroads
"Apr 5, 2023",downrange,Slackbot,"
Pearls on the beach 
DATE: 2023-04-05
AO: downrange",f3crossroads
"Apr 5, 2023",ao-the-ridge,Quatro,"
Electric Run Club 
DATE: 2023-04-05
AO: ao-the-ridg",f3crossroads
"Apr 5, 2023",ao-the-wood,Squidward,"
Squidwards’ Around the AO and back
DATE: 2023-04-05",f3crossroads
"Apr 4, 2023",ao-the-colosseum,Trojan,"
Trojans Bootylicious Burner
DATE: 2023-04-04
AO: ao",f3crossroads
"Apr 4, 2023",ao-three-rivers,FlashBang,"
WOW Whetstone
DATE: 2023-04-04
AO: ao-three-rivers
",f3crossroads
"Apr 4, 2023",downrange,Slackbot,"
F3 The Capitol
DATE: 2023-04-04
AO: downrange
Q: Sl",f3crossroads
"Apr 4, 2023",downrange,Ozark,"
F3 Southsid3 
DATE: 2023-04-04
AO: The Woodshed
Q: ",f3crossroads
"Apr 4, 2023",downrange,Dilly Dilly,"
F3 West Indy
DATE: 2023-04-04
AO: downrange
Q: Dill",f3crossroads
"Apr 4, 2023",ao-black-diamond,Soft Hands,"
Soft Hands 30-60-90 with Vests
DATE: 2023-04-04
AO:",f3crossroads
"Apr 4, 2023",ao-the-ridge,Scat,"
Scat’s Audible
DATE: 2023-04-04
AO: ao-the-ridge
Q:",f3crossroads
"Apr 4, 2023",ao-the-wood,Meta,"
Meta’s House Party
DATE: 2023-04-04
AO: ao-the-wood",f3crossroads
"Apr 3, 2023",ao-three-rivers-pm,Norm,"
Norms RIM Job
DATE: 2023-04-03
AO: ao-three-rivers
",f3crossroads
"Apr 3, 2023",ao-the-grove,Blue Gill,"
Bluegill’s Black Diamond (Lite)
DATE: 2023-04-03
AO",f3crossroads
"Apr 3, 2023",ao-buck-town,Webster,"
The Webster Ladder
DATE: 2023-04-03
AO: ao-buck-tow",f3crossroads
"Apr 3, 2023",ao-the-colosseum,Ozark,"
Spartan 300
DATE: 2023-04-03
AO: ao-the-colosseum
Q",f3crossroads
"Apr 3, 2023",downrange,Slackbot,"
F3 The Capitol / DC Metro
DATE: 2023-04-03
AO: down",f3crossroads
"Apr 3, 2023",downrange,Rooney,"
The Murph at the complex in St Pete
DATE: 2023-04-0",f3crossroads
"Apr 3, 2023",ao-the-ridge,Second City,"
WoW - The Whetstone
DATE: 2023-04-03
AO: ao-the-rid",f3crossroads
"Apr 3, 2023",ao-the-wood,Foundation,"
Come on! 
DATE: 2023-04-03
AO: ao-the-wood
Q: Found",f3crossroads
"Apr 1, 2023",ao-the-colosseum,Chum Bucket,"
Lilly’s 15th BDAY Beatdown
DATE: 2023-04-01
AO: ao-",f3crossroads
"Apr 1, 2023",ao-da-grizz,Cowbell,"
Jagged rocks on a string :dagger_knife: :fire: 
DAT",f3crossroads
"Apr 1, 2023",downrange,Slackbot,"
DR Trail Run F3 Poway
DATE: 2023-04-01
AO: downrang",f3crossroads
"Apr 1, 2023",ao-the-ridge,Joe Dirt,"
The Return of Dirt
DATE: 2023-04-01
AO: ao-the-ridg",f3crossroads
"Apr 1, 2023",ao-the-wood,BABYMOMMA,"
Rucking with the April Fool
DATE: 2023-04-01
AO: ao",f3crossroads
"Mar 31, 2023",ao-the-colosseum,Dilly Dilly,"
Dilly Dilly’s 90 Reps of Pain
DATE: 2023-03-31
AO: ",f3crossroads
"Mar 31, 2023",3rd-f-qsource,Pi 3.14 (F3 North Katy),"
Shield lock 
DATE: 2023-03-31
AO: 3rd-f-qsource
Q: ",f3crossroads
"Mar 31, 2023",ao-da-grizz,Pi 3.14 (F3 North Katy),"
Benjamin’s and gorillas 
DATE: 2023-03-31
AO: ao-da",f3crossroads
"Mar 31, 2023",ao-three-rivers,Slackbot,"
Depends 3/31 FNG
DATE: 2023-03-31
AO: ao-three-rive",f3crossroads
"Mar 31, 2023",ao-three-rivers,Yellow Card,"
Do Bears :hankey: in the Woods?
DATE: 2023-03-31
AO",f3crossroads
"Mar 31, 2023",downrange,Slackbot,"
AO ""Thr bird's best"" Quote of the trip
DATE: 2023-0",f3crossroads
"Mar 31, 2023",downrange,Millville,"
Bear Lee Alive @ The Firebird
DATE: 2023-03-31
AO: ",f3crossroads
"Mar 31, 2023",ao-the-olympiad,Pull-up,"
Pull Ups On Again / Off Again Run Club
DATE: 2023-0",f3crossroads
"Mar 31, 2023",ao-the-ridge,Foundation,"
Foundation’s Tabata Teardown
DATE: 2023-03-31
AO: a",f3crossroads
"Mar 30, 2023",3rd-f,Bob Villa,"
Shield Lock Q1.7 Southern Belles
DATE: 2023-03-30
A",f3crossroads
"Mar 30, 2023",ao-the-colosseum,Broomstick,"
Broomstick’s 3 Thangs
DATE: 2023-03-30
AO: ao-the-c",f3crossroads
"Mar 30, 2023",ao-three-rivers,Wreck-It Ralph,"
Wreck Us Ralph
DATE: 2023-03-30
AO: ao-three-rivers",f3crossroads
"Mar 30, 2023",downrange,Slackbot,"
AO ""North Shore"" Arizona State University
DATE: 202",f3crossroads
"Mar 30, 2023",ao-the-olympiad,5-Putt,"
Hillbillies and Yuppies 
DATE: 2023-03-30
AO: ao-th",f3crossroads
"Mar 30, 2023",ao-the-ridge,DJ Sump Pump,"
The hills have 13s
DATE: 2023-03-30
AO: ao-the-ridg",f3crossroads
"Mar 29, 2023",ao-buck-town,BABYMOMMA,"
Buck Ruck
DATE: 2023-03-29
AO: ao-buck-town
Q: BABY",f3crossroads
"Mar 29, 2023",ao-the-silo,Millville,"
AMRAP w/Millville
DATE: 2023-03-29
AO: ao-the-silo
",f3crossroads
"Mar 29, 2023",ao-the-colosseum,Dilbert,"
Indian Ruffle Ruck Part Deux
DATE: 2023-03-29
AO: a",f3crossroads
"Mar 29, 2023",downrange,Slackbot,"
F3 JAX Bi Frost
DATE: 2023-03-29
AO: downrange
Q: S",f3crossroads
"Mar 29, 2023",ao-the-ridge,Bedpan,"
Run Club 
DATE: 2023-03-29
AO: ao-the-ridge
Q: Bedp",f3crossroads
"Mar 29, 2023",ao-the-wood,Soft Hands,"
Timing the Hill
DATE: 2023-03-29
AO: ao-the-wood
Q:",f3crossroads
"Mar 28, 2023",ao-the-colosseum,Foundation,"
Foundation's corners of sneaky pain
DATE: 2023-03-2",f3crossroads
"Mar 28, 2023",ao-three-rivers,BABYMOMMA,"
Shield Pop n Lock
DATE: 2023-03-28
AO: ao-three-riv",f3crossroads
"Mar 28, 2023",downrange,Slackbot,"
LSOP
DATE: 2023-03-28
AO: downrange
Q: Slackbot
PAX",f3crossroads
"Mar 28, 2023",ao-black-diamond,Skinner,"
Skinner’s Farmer Carry-poloza
DATE: 2023-03-28
AO: ",f3crossroads
"Mar 28, 2023",ao-the-ridge,Mr. Belding,"
Beldings Burner
DATE: 2023-03-28
AO: ao-the-ridge
Q",f3crossroads
"Mar 28, 2023",ao-the-wood,Storm Chaser,"
Papa Storm’s 4 Stations of Doom
DATE: 2023-03-28
AO",f3crossroads
"Mar 27, 2023",ao-the-grove,Foreclosure,"
Foreclosure’s Carousel of Coupons 
DATE: 2023-03-27",f3crossroads
"Mar 27, 2023",ao-buck-town,Dauber,"
Dauber nine thang beatdown 
DATE: 2023-03-27
AO: ao",f3crossroads
"Mar 27, 2023",ao-the-colosseum,Ozark,"
Zone 2
DATE: 2023-03-27
AO: ao-the-colosseum
Q: Oza",f3crossroads
"Mar 27, 2023",downrange,Slackbot,"
DR Outpost 
DATE: 2023-03-27
AO: downrange
Q: Slack",f3crossroads
"Mar 27, 2023",ao-the-ridge,Gopher,"
Shield Lock
DATE: 2023-03-27
AO: ao-the-ridge
Q: Go",f3crossroads
"Mar 27, 2023",ao-the-wood,SoccerMom,"
Spring Training 
DATE: 2023-03-27
AO: ao-the-wood
Q",f3crossroads
"Mar 25, 2023",ao-the-colosseum,Dilly Dilly,"
F3 Men’s Mental Health WOD
DATE: 2023-03-25
AO: ao-",f3crossroads
