region,user_id,ao,user_name,day_of_week,total_posts,last_post_date,first_post_date,posts_last_month,posts_prior_month,posts_2_months_ago,posts_3_months_ago,posts_4_months_ago,posts_5_months_ago,posts_6_months_ago,posts_7_months_ago,posts_8_months_ago,posts_9_months_ago,posts_10_months_ago,posts_11_months_ago,posts_12_months_ago,pax_status
F3P,U01Q04FM95G,ao-the-colosseum,Hot Boxx,Friday,1,2025-03-14,2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,nonkotter
F3P,U03765UPB8C,ao-the-colosseum,Chum Bucket,Friday,5,2025-10-24,2025-02-28,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,kotter
F3P,U03FQ2U8UJK,ao-the-colosseum,Mapquest,Friday,4,2025-11-14,2025-03-14,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,kotter
F3P,U03SJESV9JR,ao-the-colosseum,BABYMOMMA,Wednesday,2,2025-11-26,2025-11-12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U040Y3RQPNJ,ao-the-colosseum,Six Sheets,Saturday,7,2025-12-13,2025-05-31,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U040Y3RQPNJ,ao-the-colosseum,Six Sheets,Wednesday,3,2025-12-03,2025-04-30,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,kotter
F3P,U04RQB0TXFS,ao-the-colosseum,Hot Lava,Wednesday,4,2025-12-10,2025-11-12,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U04U8EGCQS1,ao-the-colosseum,Manhole,Wednesday,4,2025-12-10,2025-11-12,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U05C8DP6YS0,ao-the-colosseum,Algorithm,Saturday,4,2025-12-27,2025-11-01,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U05FDSP0YD7,ao-the-colosseum,Peterbilt,Saturday,5,2025-12-13,2025-11-01,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U05H6UA0KCK,ao-the-colosseum,Trifecta,Wednesday,3,2025-11-12,2025-09-24,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U05J5AE2ZS5,ao-the-colosseum,Tighty Whities,Wednesday,3,2025-12-03,2025-11-12,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U05T0TCJZ44,ao-the-colosseum,Autobahn,Monday,1,2025-12-22,2025-12-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U061CBW96MA,ao-the-colosseum,Singer,Saturday,11,2025-11-29,2025-08-16,0.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U06H3QB4KMY,ao-the-colosseum,Mahomes,Monday,13,2026-01-12,2025-05-19,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,active
F3P,U070Z12249H,ao-the-colosseum,Xena- Warrior Princess,Saturday,7,2025-11-08,2025-02-01,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,kotter
F3P,U073D5MRD4Z,ao-the-colosseum,Hat Trick,Saturday,1,2025-11-08,2025-11-08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U07698FG143,ao-the-colosseum,Ricochet,Saturday,14,2026-01-17,2025-01-25,1.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,active
F3P,U07KLPGENJ0,ao-the-colosseum,Just Dance,Friday,3,2025-08-15,2025-03-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,kotter
F3P,U085PLQU2F4,ao-the-colosseum,Shankapotomus,Wednesday,3,2025-12-24,2025-11-12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U08C28HK3KN,ao-the-colosseum,Feta,Saturday,1,2025-02-08,2025-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nonkotter
F3P,U08U4PQV3DJ,ao-the-colosseum,Phoenix,Saturday,14,2025-11-29,2025-05-31,0.0,2.0,3.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U093QHS5CV6,ao-the-colosseum,Martha Stewart,Saturday,2,2025-11-15,2025-11-08,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U095MNVG2R5,ao-the-colosseum,Kidney Beans,Saturday,5,2025-11-08,2025-07-19,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U098XEDSKJN,ao-the-colosseum,Liberty Biberty,Saturday,6,2026-01-03,2025-10-18,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U09D5VDKC85,ao-the-colosseum,Otto Man,Saturday,1,2025-11-08,2025-11-08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U09PQTWN83S,ao-the-colosseum,PFG,Wednesday,1,2025-11-12,2025-11-12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U0171KQRB6D,ao-the-colosseum,vern,Tuesday,4,2025-12-30,2025-03-11,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,active
F3P,U01Q04FM95G,ao-the-colosseum,Hot Boxx,Tuesday,2,2025-04-22,2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,nonkotter
F3P,U02BUJWCMBQ,ao-the-colosseum,Picasso,Thursday,1,2025-09-11,2025-09-11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U02F2UV0MCL,ao-the-colosseum,Blue Gill,Tuesday,3,2025-11-18,2025-03-11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,kotter
F3P,U03TYSW2933,ao-the-colosseum,The Worm,Thursday,3,2025-11-06,2025-05-01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,kotter
F3P,U048GCZ7GBY,ao-the-colosseum,Broomstick,Tuesday,3,2025-12-30,2025-03-11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,active
F3P,U06GZE2D66R,ao-the-colosseum,Sparky,Thursday,1,2025-09-11,2025-09-11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U08TD9DD6M6,ao-the-colosseum,Scuba Steve,Thursday,2,2025-09-18,2025-09-11,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U09BKTKC15Y,ao-the-colosseum,Pretzel,Thursday,3,2025-10-09,2025-09-04,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U06H3QB4KMY,ao-the-colosseum,Mahomes,Friday,5,2025-12-26,2025-05-23,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U02KN9HUSE6,ao-the-colosseum,Soft Hands,Thursday,2,2025-10-02,2025-03-06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,kotter
F3P,U03H797905V,ao-the-colosseum,Millville,Saturday,1,2025-06-28,2025-06-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U03TX17L7AQ,ao-the-colosseum,Foreclosure,Friday,1,2025-09-05,2025-09-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U05QJRZNQHH,ao-the-colosseum,Corner Kick,Friday,4,2025-10-24,2025-02-28,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,kotter
F3P,U0603QP17QE,ao-the-colosseum,Ecto Cooler,Thursday,2,2025-05-22,2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,nonkotter
F3P,U07698FG143,ao-the-colosseum,Ricochet,Thursday,5,2026-01-15,2025-02-27,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,active
F3P,U07ENSE9S1X,ao-the-colosseum,Great Clips,Friday,1,2025-09-05,2025-09-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U09DMPT2RQC,ao-the-colosseum,No Pants,Friday,1,2025-09-05,2025-09-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U016890PYHM,ao-the-colosseum,Bedpan,Tuesday,2,2025-09-02,2025-05-13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,kotter
F3P,U016MKQUP29,ao-the-colosseum,Woody,Thursday,1,2025-10-30,2025-10-30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U016V6KHM36,ao-the-colosseum,Dilly Dilly,Tuesday,1,2025-05-13,2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U017HR8U5RS,ao-the-colosseum,SkidMark,Tuesday,2,2025-12-09,2025-05-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,kotter
F3P,U03TL1GG31B,ao-the-colosseum,Freon,Tuesday,2,2025-05-13,2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U05FDSP0YD7,ao-the-colosseum,Peterbilt,Tuesday,4,2026-01-06,2025-11-18,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U06K8PKQGA1,ao-the-colosseum,Duck Hunt,Tuesday,2,2025-05-13,2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U07KLPGENJ0,ao-the-colosseum,Just Dance,Tuesday,3,2025-03-04,2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,nonkotter
F3P,U09RGQD77N1,ao-the-colosseum,Circuit City,Tuesday,4,2026-01-13,2025-12-09,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U017BMVBTGA,ao-the-colosseum,Bone Spur,Monday,1,2025-07-14,2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U05FZ4QEFG9,ao-the-colosseum,Tweety,Monday,1,2025-07-14,2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U05ULCL3806,ao-the-colosseum,Mr. Kotter,Friday,4,2026-01-02,2025-02-28,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,active
F3P,U06A1RN2DQF,ao-the-colosseum,Hank Hill,Friday,3,2025-11-21,2025-08-15,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U070Z12249H,ao-the-colosseum,Xena- Warrior Princess,Friday,5,2025-12-05,2025-01-31,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,kotter
F3P,U07LY4K586M,ao-the-colosseum,Moist,Monday,12,2026-01-12,2025-04-07,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,active
F3P,U08TBP91GBZ,ao-the-colosseum,Go Daddy,Saturday,3,2025-11-01,2025-05-24,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U03DP9WRXJN,ao-the-colosseum,Backstreet,Tuesday,1,2025-02-25,2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,nonkotter
F3P,U041R4GK79V,ao-the-colosseum,fuzzy navel,Tuesday,1,2025-10-21,2025-10-21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U041T99TNTC,ao-the-colosseum,YellowPages,Tuesday,3,2025-12-23,2025-02-25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,active
F3P,U041T9ACB3L,ao-the-colosseum,UPS,Tuesday,1,2025-10-21,2025-10-21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U04Q01BPTPE,ao-the-colosseum,Olive Oyl,Tuesday,1,2025-10-21,2025-10-21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U05FDSP0YD7,ao-the-colosseum,Peterbilt,Thursday,6,2026-01-08,2025-08-21,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U08C28HK3KN,ao-the-colosseum,Feta,Tuesday,2,2025-02-25,2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,nonkotter
F3P,U07LY4K586M,ao-the-colosseum,Moist,Wednesday,4,2025-05-07,2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,nonkotter
F3P,U03KV19V5JS,ao-the-colosseum,Cowbell,Tuesday,2,2025-08-26,2025-07-22,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U03SJESV9JR,ao-the-colosseum,BABYMOMMA,Tuesday,2,2025-07-29,2025-07-22,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U01ANAL4DUL,ao-the-colosseum,Storm Chaser,Tuesday,2,2025-07-29,2025-07-08,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U05C8DP6YS0,ao-the-colosseum,Algorithm,Monday,2,2026-01-12,2025-10-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U05GG5NR7KM,ao-the-colosseum,Pee Wee Herman,Wednesday,6,2025-12-03,2025-04-09,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,kotter
F3P,U05J5AE2ZS5,ao-the-colosseum,Tighty Whities,Saturday,2,2025-12-13,2025-11-01,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U064F9H5MAR,ao-the-colosseum,Dog House,Saturday,3,2025-12-13,2025-11-01,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U06CKPPM83S,ao-the-colosseum,Squirt,Wednesday,1,2025-05-14,2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U074T16JBDX,ao-the-colosseum,Deliverance,Wednesday,4,2026-01-07,2025-04-09,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,active
F3P,U078VQE2ULB,ao-the-colosseum,Wing Stop,Saturday,2,2025-12-13,2025-11-01,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U07U0NE8DJ8,ao-the-colosseum,Safety Meeting,Monday,1,2025-09-29,2025-09-29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U085PLQU2F4,ao-the-colosseum,Shankapotomus,Saturday,2,2025-12-13,2025-11-01,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U08TD9DD6M6,ao-the-colosseum,Scuba Steve,Saturday,8,2025-11-15,2025-07-19,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U04Q01BPTPE,ao-the-colosseum,Olive Oyl,Wednesday,3,2025-11-05,2025-08-13,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U092LRKGN2E,ao-the-colosseum,Pearl,Wednesday,3,2025-12-03,2025-08-06,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U0995LDSXNC,ao-the-colosseum,Party in a bottle,Wednesday,3,2025-08-27,2025-08-06,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U01ANAL4DUL,ao-the-colosseum,Storm Chaser,Monday,1,2025-06-09,2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U03HM57HSKG,ao-the-colosseum,Gisele - F3 Geneva,Monday,1,2025-06-09,2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U041T99TNTC,ao-the-colosseum,YellowPages,Monday,3,2025-12-08,2025-06-09,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U07ENSE9S1X,ao-the-colosseum,Great Clips,Monday,2,2025-08-11,2025-06-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U08RER38J8M,ao-the-colosseum,BeSt in ShOw,Monday,3,2025-06-16,2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U018377K57S,ao-the-colosseum,Spirit,Saturday,1,2025-08-09,2025-08-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U03SUM8JU2Z,ao-the-colosseum,Spike Horn,Saturday,3,2025-11-01,2025-03-29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,kotter
F3P,U090MM9L0F4,ao-the-colosseum,Temu,Saturday,2,2025-08-16,2025-06-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U09D5VDKC85,ao-the-colosseum,Otto Man,Friday,2,2026-01-02,2025-09-19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U017BQTUL3D,ao-the-colosseum,John Denver,Tuesday,1,2025-12-30,2025-12-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U05QJRZNQHH,ao-the-colosseum,Corner Kick,Tuesday,2,2026-01-13,2025-12-30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U047GFQH4HL,ao-the-colosseum,Bronco,Friday,1,2025-05-02,2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U058SP7GRJ6,ao-the-colosseum,Hatchet (Lizard Q),Friday,1,2025-05-23,2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U05FDSP0YD7,ao-the-colosseum,Peterbilt,Friday,2,2025-11-07,2025-05-23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U07DTG7DY07,ao-the-colosseum,Dr. Feelgood,Friday,2,2025-05-02,2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,nonkotter
F3P,U08R2U2F3UN,ao-the-colosseum,Janet Jackson,Friday,1,2025-05-23,2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U08SKR83J6N,ao-the-colosseum,RAZR,Friday,1,2025-05-23,2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U05JZ098926,ao-the-colosseum,Puddles (CMW SLT2; 3rd F Q),Saturday,2,2025-02-22,2025-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,nonkotter
F3P,U08DV7XET0R,ao-the-colosseum,Lucky,Saturday,2,2025-03-01,2025-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,nonkotter
F3P,U03DP9WRXJN,ao-the-colosseum,Backstreet,Monday,3,2025-09-15,2025-08-18,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U058SP7GRJ6,ao-the-colosseum,Hatchet (Lizard Q),Wednesday,3,2025-12-03,2025-08-20,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U080FGLKUH5,ao-the-colosseum,Hodl,Wednesday,3,2025-06-11,2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U02NST5BMKJ,ao-the-colosseum,Dear Abby,Wednesday,2,2025-10-22,2025-05-28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U047GFQH4HL,ao-the-colosseum,Bronco,Tuesday,1,2025-07-08,2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U0950RW8JHX,ao-the-colosseum,Eliot Ness,Tuesday,2,2025-07-15,2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U01ANAL4DUL,ao-the-colosseum,Storm Chaser,Thursday,2,2025-06-19,2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U05C08EPC3S,ao-the-colosseum,Stay Puft (F3 Naperville),Thursday,1,2025-06-19,2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U07K1BV0UUX,ao-the-colosseum,Pink Panther,Thursday,1,2025-06-19,2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U07KLPGENJ0,ao-the-colosseum,Just Dance,Thursday,1,2025-06-19,2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U08U4PQV3DJ,ao-the-colosseum,Phoenix,Thursday,1,2025-06-19,2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U040YRLSFNW,ao-the-colosseum,Rooney,Wednesday,2,2025-11-26,2025-11-05,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U072HDGJSBG,ao-the-colosseum,Doozie,Wednesday,3,2025-12-03,2025-11-05,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U07698FG143,ao-the-colosseum,Ricochet,Wednesday,1,2025-11-26,2025-11-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U07GDQCLB0T,ao-the-colosseum,Don Quixote,Tuesday,1,2025-12-23,2025-12-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U091UQXBKJP,ao-the-colosseum,Sapsucker (F3 Naperville),Thursday,1,2025-08-21,2025-08-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U09RGQD77N1,ao-the-colosseum,Circuit City,Thursday,4,2026-01-15,2025-11-06,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,active
F3P,U016MKQUP29,ao-the-colosseum,Woody,Friday,1,2025-09-19,2025-09-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U01A81A7BPS,ao-the-colosseum,1040EZ,Tuesday,1,2025-04-29,2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nonkotter
F3P,U02A96WLKRB,ao-the-colosseum,Scat,Wednesday,3,2025-11-05,2025-02-12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,kotter
F3P,U02F2UV0MCL,ao-the-colosseum,Blue Gill,Friday,2,2025-10-24,2025-03-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,kotter
F3P,U03T43SBJNA,ao-the-colosseum,Homer Simpson,Friday,1,2025-09-19,2025-09-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kotter
F3P,U05AB2HGHAN,ao-the-colosseum,Miley,Friday,1,2025-01-24,2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nonkotter
