user_id,user_name,first_date,first_week,post_count
U01ARKFCDGU,Tee Ball,2025-11-03,1,1
U03TL1GG31B,Freon,2025-11-01,0,1
U04M8MS2WHJ,FINCH,2025-11-01,0,2
U06HEUK00QZ,Preacher,2025-11-01,0,1
U06TA58T8NR,Booger,2025-11-05,1,0
U0709PKBJ0Y,Dutch Boy,2025-11-01,0,0
U08TAFQ4S0M,ATF,2025-11-03,1,1
