user_name,Team,week,ao_list,1stf,2ndf,3rdf,ec
Dipstick,Vixen,4,,0,0,0,0
Dipstick,Vixen,5,,0,0,0,0
Dipstick,Vixen,6,,0,0,0,0
Fish Tape,Vixen,0,the-colosseum,3,5,0,0
Fish Tape,Vixen,1,,0,0,0,0
Fish Tape,Vixen,2,,0,0,0,0
Fish Tape,Vixen,3,,0,0,0,0
Fish Tape,Vixen,4,,0,0,0,0
Fish Tape,Vixen,5,,0,0,0,0
Fish Tape,Vixen,6,,0,0,0,0
Ginga,Vixen,0,the-colosseum,3,5,0,0
Ginga,Vixen,1,,0,0,0,0
Ginga,Vixen,2,,0,0,0,0
Ginga,Vixen,3,,0,0,0,0
Ginga,Vixen,4,,0,0,0,0
Ginga,Vixen,5,,0,0,0,0
Ginga,Vixen,6,,0,0,0,0
Go Daddy,Vixen,0,the-colosseum,3,5,0,0
Go Daddy,Vixen,1,,0,0,0,0
Go Daddy,Vixen,2,,0,0,0,0
Go Daddy,Vixen,3,,0,0,0,0
Go Daddy,Vixen,4,,0,0,0,0
Go Daddy,Vixen,5,,0,0,0,0
Go Daddy,Vixen,6,,0,0,0,0
Hackman,Vixen,0,the-colosseum,3,5,0,0
Hackman,Vixen,1,,0,0,0,0
Hackman,Vixen,2,,0,0,0,0
Hackman,Vixen,3,,0,0,0,0
Hackman,Vixen,4,,0,0,0,0
Hackman,Vixen,5,,0,0,0,0
Hackman,Vixen,6,,0,0,0,0
Hat Trick,Vixen,0,,0,0,0,0
Hat Trick,Vixen,1,the-silo,3,5,0,0
Hat Trick,Vixen,2,,0,0,0,0
Hat Trick,Vixen,3,,0,0,0,0
Hat Trick,Vixen,4,,0,0,0,0
Hat Trick,Vixen,5,,0,0,0,0
Hat Trick,Vixen,6,,0,0,0,0
Hydrant,Vixen,0,,0,0,0,0
Hydrant,Vixen,1,,0,0,0,0
Hydrant,Vixen,2,,0,0,0,0
Hydrant,Vixen,3,,0,0,0,0
Hydrant,Vixen,4,,0,0,0,0
Hydrant,Vixen,5,,0,0,0,0
Hydrant,Vixen,6,,0,0,0,0
Ollie,Vixen,0,the-colosseum,3,5,0,0
Ollie,Vixen,1,,0,0,0,0
Ollie,Vixen,2,,0,0,0,0
Ollie,Vixen,3,,0,0,0,0
Ollie,Vixen,4,,0,0,0,0
Ollie,Vixen,5,,0,0,0,0
Ollie,Vixen,6,,0,0,0,0
Quatro,Vixen,0,the-colosseum,3,5,0,0
Quatro,Vixen,1,the-silo,3,0,0,3
Quatro,Vixen,2,,0,0,0,0
Quatro,Vixen,3,,0,0,0,0
Quatro,Vixen,4,,0,0,0,0
Quatro,Vixen,5,,0,0,0,0
Quatro,Vixen,6,,0,0,0,0
Scuba Steve,Vixen,0,the-colosseum,3,5,0,0
Scuba Steve,Vixen,1,,0,0,0,2
Scuba Steve,Vixen,2,,0,0,0,0
Scuba Steve,Vixen,3,,0,0,0,0
Scuba Steve,Vixen,4,,0,0,0,0
Scuba Steve,Vixen,5,,0,0,0,0
Scuba Steve,Vixen,6,,0,0,0,0
Tweety,Vixen,0,the-colosseum,6,5,0,3
Tweety,Vixen,1,the-silo,3,0,0,3
Tweety,Vixen,2,,0,0,0,0
Tweety,Vixen,3,,0,0,0,0
Tweety,Vixen,4,,0,0,0,0
Tweety,Vixen,5,,0,0,0,0
Tweety,Vixen,6,,0,0,0,0
vern,Vixen,0,the-colosseum,3,5,0,0
vern,Vixen,1,the-silo,3,0,0,3
vern,Vixen,2,,0,0,0,0
vern,Vixen,3,,0,0,0,0
vern,Vixen,4,,0,0,0,0
vern,Vixen,5,,0,0,0,0
vern,Vixen,6,,0,0,0,0
